orthogroup	generated_id	original_id	length	acidic_fraction	cysteine_fraction	low_complexity_fraction	signalp_prediction	signalp_probability	deeptmhmm_class	tm_count	pfam_domains	blast_top_description	blast_top_evalue
OG0001332	OG0001332__000015	jgi|Callep1130_1|3114747|fgenesh1_kg.172_#_246_#_OTBYP_transcript_110798	295	0.098	0.007	0.129	Other	0.000	TM	1	Hint	Warthog protein 1	5.4e-08
OG0001332	OG0001332__000016	jgi|Callep1130_1|3132295|fgenesh1_kg.236_#_835_#_OTBYP_transcript_37983	292	0.079	0.031	0.120	Other	0.000	TM	1	Hint	Warthog protein 1	1.7e-05
OG0001332	OG0001332__000017	jgi|Callep1130_1|3136773|fgenesh1_kg.252_#_816_#_OTBYP_transcript_88574	303	0.089	0.013	0.139	Other	0.000	TM	1	Hint	Protein hedgehog	2.0e-06
OG0001332	OG0001332__000018	jgi|Callep1130_1|3165726|fgenesh1_kg.386_#_279_#_OTBYP_transcript_37983	295	0.078	0.017	0.142	Other	0.001	TM	2	Hint	Warthog protein 1	1.7e-05
OG0001332	OG0001332__000019	jgi|Callep1130_1|3175479|fgenesh1_kg.426_#_436_#_OTBYP_transcript_55562	297	0.081	0.017	0.125	Other	0.000	TM	1	Hint	Protein hedgehog	3.8e-05
OG0001332	OG0001332__000020	jgi|Callep1130_1|3179498|fgenesh1_kg.442_#_197_#_OTBYP_transcript_110798	295	0.092	0.007	0.129	Other	0.000	TM	1	Hint	Warthog protein 1	1.8e-08
OG0001332	OG0001332__000021	jgi|Callep1130_1|3179538|fgenesh1_kg.442_#_237_#_TRINITY_DN2083_c0_g2_i8	326	0.083	0.006	0.141	Other	0.000	TM	1	Hint	Warthog protein 1	2.4e-08
OG0001332	OG0001332__000022	jgi|Callep1130_1|3179562|fgenesh1_kg.442_#_261_#_OTBYP_transcript_110798	295	0.092	0.007	0.129	Other	0.000	TM	1	Hint	Warthog protein 1	1.8e-08
OG0001332	OG0001332__000023	jgi|Callep1130_1|3179596|fgenesh1_kg.442_#_295_#_OTBYP_transcript_110798	295	0.092	0.007	0.129	Other	0.000	TM	1	Hint	Warthog protein 1	1.8e-08
OG0001332	OG0001332__000024	jgi|Callep1130_1|3179621|fgenesh1_kg.442_#_320_#_OTBYP_transcript_110798	295	0.085	0.007	0.136	Other	0.000	TM	1	Hint	Warthog protein 1	4.9e-08
OG0001332	OG0001332__000025	jgi|Callep1130_1|3181306|fgenesh1_kg.449_#_523_#_OTBYP_transcript_52998	314	0.070	0.035	0.124	Other	0.000	TM	1	Hint	Warthog protein 1	1.1e-05
OG0001332	OG0001332__000026	jgi|Callep1130_1|3184384|fgenesh1_kg.462_#_239_#_OTBYP_transcript_47501	307	0.075	0.023	0.130	Other	0.000	TM	1	Hint	Warthog protein 1	4.2e-05
OG0001332	OG0001332__000027	jgi|Callep1130_1|3188375|fgenesh1_kg.479_#_23_#_OTBYS_OTBYS_transcript_46255	308	0.078	0.019	0.130	Other	0.000	TM	1	Hint	Warthog protein 1	1.1e-05
OG0001332	OG0001332__000028	jgi|Callep1130_1|3191393|fgenesh1_kg.488_#_312_#_OTBYP_transcript_54160	312	0.080	0.019	0.131	Other	0.000	TM	1	Hint	Warthog protein 1	3.9e-05
OG0001332	OG0001332__000029	jgi|Callep1130_1|3214243|fgenesh1_kg.605_#_880_#_OTBYP_transcript_89684	311	0.077	0.019	0.119	Other	0.000	TM	1	Hint	Warthog protein 1	1.3e-06
OG0001332	OG0001332__000030	jgi|Callep1130_1|3228294|fgenesh1_kg.679_#_361_#_OTBYS_OTBYS_transcript_50280	319	0.075	0.022	0.141	Other	0.000	TM	1	Hint	Warthog protein 1	8.8e-06
OG0001332	OG0001332__000031	jgi|Callep1130_1|3244537|fgenesh1_kg.763_#_568_#_OTBYP_transcript_52081	309	0.078	0.016	0.129	Other	0.000	TM	1	Hint	Warthog protein 1	7.0e-06
OG0001332	OG0001332__000032	jgi|Callep1130_1|3245479|fgenesh1_kg.765_#_125_#_OTBYP_transcript_110798	295	0.095	0.007	0.122	Other	0.000	TM	1	Hint	Warthog protein 1	1.5e-07
OG0001332	OG0001332__000033	jgi|Callep1130_1|3248717|fgenesh1_kg.785_#_357_#_OTBYP_transcript_53262	316	0.082	0.019	0.149	Other	0.000	TM	1	Hint	Warthog protein 1	3.0e-05
OG0001332	OG0001332__000034	jgi|Callep1130_1|3252478|fgenesh1_kg.809_#_79_#_OTBYP_transcript_89684	280	0.086	0.011	0.132	Other	0.000	TM	1	Hint	Warthog protein 1	7.1e-06
OG0001332	OG0001332__000035	jgi|Callep1130_1|3254605|fgenesh1_kg.816_#_626_#_OTBYP_transcript_47360	332	0.066	0.027	0.127	Other	0.000	TM	2	Hint	Warthog protein 1	8.9e-06
OG0001332	OG0001332__000036	jgi|Callep1130_1|3257850|fgenesh1_kg.836_#_331_#_OTBYS_OTBYS_transcript_46255	308	0.078	0.019	0.127	Other	0.000	TM	1	Hint	Warthog protein 1	1.0e-05
OG0001332	OG0001332__000037	jgi|Callep1130_1|3262061|fgenesh1_kg.863_#_219_#_OTBYS_OTBYS_transcript_56289	309	0.078	0.023	0.129	Other	0.000	TM	1	Hint	Protein hedgehog	2.8e-06
OG0001332	OG0001332__000038	jgi|Callep1130_1|3263388|fgenesh1_kg.868_#_468_#_OTBYP_transcript_71473	320	0.075	0.022	0.122	Other	0.000	TM	2	Hint	Warthog protein 1	1.0e-05
OG0001332	OG0001332__000039	jgi|Callep1130_1|3268115|fgenesh1_kg.892_#_388_#_OTBYP_transcript_55805	316	0.073	0.025	0.130	Other	0.000	TM	1	Hint		
OG0001332	OG0001332__000040	jgi|Callep1130_1|3272760|fgenesh1_kg.918_#_448_#_OTBYS_OTBYS_transcript_43838	326	0.089	0.015	0.126	Other	0.000	SP+TM	1	Hint	Warthog protein 1	4.3e-05
OG0001332	OG0001332__000041	jgi|Callep1130_1|3273677|fgenesh1_kg.921_#_112_#_OTBYP_transcript_71477	246	0.081	0.008	0.134	Other	0.000	TM	1	Hint	Warthog protein 1	9.2e-06
OG0001332	OG0001332__000042	jgi|Callep1130_1|3274819|fgenesh1_kg.925_#_364_#_OTBYS_OTBYS_transcript_52144	311	0.077	0.029	0.125	Other	0.000	TM	1	Hint	Warthog protein 1	7.8e-06
OG0001332	OG0001332__000043	jgi|Callep1130_1|3275734|fgenesh1_kg.926_#_322_#_OTBYP_transcript_54160	307	0.078	0.010	0.140	Other	0.000	TM	1	Hint	Warthog protein 1	1.1e-05
OG0001332	OG0001332__000044	jgi|Callep1130_1|3277232|fgenesh1_kg.933_#_433_#_OTBYS_OTBYS_transcript_50280	308	0.078	0.019	0.120	Other	0.000	TM	1	Hint	Warthog protein 1	4.0e-05
OG0001332	OG0001332__000045	jgi|Callep1130_1|3281356|fgenesh1_kg.953_#_728_#_OTBYP_transcript_88574	309	0.078	0.016	0.133	Other	0.000	TM	1	Hint	Warthog protein 1	9.8e-06
OG0001332	OG0001332__000046	jgi|Callep1130_1|3281746|fgenesh1_kg.954_#_150_#_OTBYS_OTBYS_transcript_53418	302	0.083	0.026	0.142	Other	0.000	TM	1	Hint	Protein hedgehog	2.5e-05
OG0001332	OG0001332__000047	jgi|Callep1130_1|3294962|fgenesh1_kg.1036_#_96_#_OTBYP_transcript_94193	102	0.069	0.010	0.167	Other	0.001	TM	2			
OG0001332	OG0001332__000048	jgi|Callep1130_1|3300179|fgenesh1_kg.1067_#_649_#_OTBYP_transcript_71477	248	0.085	0.012	0.133	Other	0.000	TM	1	Hint	Warthog protein 1	1.3e-05
OG0001332	OG0001332__000049	jgi|Callep1130_1|3322913|fgenesh1_kg.1200_#_197_#_OTBYP_transcript_58697	310	0.081	0.013	0.135	Other	0.000	TM	1	Hint	Warthog protein 1	1.3e-05
OG0001332	OG0001332__000050	jgi|Callep1130_1|3325506|fgenesh1_kg.1211_#_404_#_OTBYP_transcript_56129	297	0.088	0.013	0.138	Other	0.000	TM	1	Hint	Warthog protein 1	1.0e-05
OG0001332	OG0001332__000051	jgi|Callep1130_1|3349641|fgenesh1_kg.1384_#_528_#_OTBYS_OTBYS_transcript_52144	317	0.079	0.025	0.132	Other	0.000	TM	1	Hint	Warthog protein 1	8.5e-05
OG0001332	OG0001332__000052	jgi|Callep1130_1|3352776|fgenesh1_kg.1406_#_71_#_OTBYP_transcript_55462	308	0.071	0.026	0.123	Other	0.000	TM	1	Hint	Warthog protein 1	2.3e-06
OG0001332	OG0001332__000053	jgi|Callep1130_1|3358476|fgenesh1_kg.1441_#_493_#_OTBYP_transcript_53625	304	0.069	0.016	0.155	Other	0.000	TM	1	Hint	Warthog protein 1	2.0e-05
OG0001332	OG0001332__000054	jgi|Callep1130_1|3386503|fgenesh1_kg.1654_#_143_#_OTBYP_transcript_56129	297	0.088	0.013	0.128	Other	0.000	TM	1	Hint	Warthog protein 1	2.1e-06
OG0001332	OG0001332__000055	jgi|Callep1130_1|3407655|fgenesh1_kg.1812_#_501_#_OTBYS_OTBYS_transcript_46315	311	0.071	0.023	0.116	Other	0.000	TM	2	Hint	Warthog protein 1	2.4e-06
OG0001332	OG0001332__000056	jgi|Callep1130_1|3426864|fgenesh1_kg.1984_#_86_#_OTBYP_transcript_53262	315	0.073	0.019	0.146	Other	0.000	TM	1	Hint	Warthog protein 1	6.2e-06
OG0001332	OG0001332__000057	jgi|Callep1130_1|3439449|fgenesh1_kg.2082_#_193_#_OTBYS_OTBYS_transcript_59862	273	0.073	0.026	0.125	Other	0.108	SP+TM	1	Hint		
OG0001332	OG0001332__000058	jgi|Callep1130_1|3448540|fgenesh1_kg.2152_#_695_#_OTBYP_transcript_37983	300	0.083	0.020	0.130	Other	0.000	TM	1	Hint	Warthog protein 1	3.8e-05
OG0001332	OG0001332__000059	jgi|Callep1130_1|3467518|fgenesh1_kg.2330_#_378_#_OTBYS_OTBYS_transcript_50280	316	0.073	0.025	0.133	Other	0.000	TM	1	Hint		
OG0001332	OG0001332__000060	jgi|Callep1130_1|3496321|fgenesh1_kg.2601_#_331_#_OTBYP_transcript_56677	270	0.078	0.007	0.130	Other	0.000	TM	1			
OG0001332	OG0001332__000061	jgi|Callep1130_1|3513930|fgenesh1_kg.2785_#_221_#_OTBYP_transcript_45710	333	0.069	0.027	0.111	Other	0.000	TM	1	Hint	Warthog protein 1	1.2e-05
OG0001332	OG0001332__000062	jgi|Callep1130_1|3538618|fgenesh1_kg.3073_#_253_#_OTBYP_transcript_54160	313	0.077	0.022	0.137	Other	0.000	TM	1	Hint	Warthog protein 1	8.3e-06
OG0001332	OG0001332__000063	jgi|Callep1130_1|3548325|fgenesh1_kg.3184_#_320_#_OTBYP_transcript_54945	300	0.087	0.013	0.133	Other	0.000	TM	1	Hint	Warthog protein 1	7.4e-06
OG0001332	OG0001332__000064	jgi|Callep1130_1|3549603|fgenesh1_kg.3189_#_396_#_OTBYP_transcript_52081	308	0.075	0.016	0.127	Other	0.000	TM	1	Hint	Warthog protein 1	5.1e-05
OG0001332	OG0001332__000065	jgi|Callep1130_1|3557522|fgenesh1_kg.3274_#_384_#_OTBYS_OTBYS_transcript_50280	316	0.076	0.022	0.136	Other	0.000	TM	1	Hint	Warthog protein 1	8.9e-06
OG0001332	OG0001332__000066	jgi|Callep1130_1|3558116|fgenesh1_kg.3275_#_98_#_OTBYS_OTBYS_transcript_44109	309	0.074	0.019	0.129	Other	0.000	TM	1	Hint	Warthog protein 1	2.9e-06
OG0001332	OG0001332__000067	jgi|Callep1130_1|3626700|fgenesh1_kg.4208_#_203_#_OTBYP_transcript_33513	246	0.069	0.016	0.126	Other	0.000	TM	1			
OG0001332	OG0001332__000068	jgi|Callep1130_1|3632187|fgenesh1_kg.4285_#_404_#_OTBYP_transcript_55462	308	0.071	0.026	0.123	Other	0.000	TM	1	Hint	Warthog protein 1	2.3e-06
OG0001332	OG0001332__000069	jgi|Callep1130_1|3636149|fgenesh1_kg.4336_#_196_#_OTBYS_OTBYS_transcript_56289	310	0.077	0.016	0.135	Other	0.000	TM	1	Hint	Protein hedgehog	9.9e-05
OG0001332	OG0001332__000070	jgi|Callep1130_1|3644491|fgenesh1_kg.4462_#_184_#_OTBYP_transcript_56129	312	0.080	0.026	0.135	Other	0.001	TM	1	Hint	Warthog protein 1	3.7e-05
OG0001332	OG0001332__000071	jgi|Callep1130_1|3650800|fgenesh1_kg.4532_#_662_#_OTBYP_transcript_89684	316	0.076	0.022	0.133	Other	0.000	TM	1	Hint	Warthog protein 1	1.2e-05
OG0001332	OG0001332__000072	jgi|Callep1130_1|3665835|fgenesh1_kg.4780_#_18_#_OTBYP_transcript_96346	231	0.074	0.013	0.117	Other	0.000	TM	1	Hint	Warthog protein 1	7.4e-05
OG0001332	OG0001332__000073	jgi|Callep1130_1|3673953|fgenesh1_kg.4900_#_12_#_OTBYP_transcript_52081	309	0.074	0.016	0.133	Other	0.000	TM	1	Hint	Warthog protein 1	7.2e-06
OG0001332	OG0001332__000074	jgi|Callep1130_1|3689038|fgenesh1_kg.5158_#_358_#_OTBYP_transcript_52081	275	0.073	0.018	0.135	Other	0.000	TM	1	Hint	Warthog protein 1	9.4e-06
OG0001332	OG0001332__000075	jgi|Callep1130_1|3695567|fgenesh1_kg.5289_#_231_#_OTBYP_transcript_54160	313	0.077	0.026	0.141	Other	0.000	TM	1	Hint	Warthog protein 1	3.8e-05
OG0001332	OG0001332__000076	jgi|Callep1130_1|4292030|gm4et.80081_g	113	0.053	0.009	0.142	Other	0.000	SP+TM	2			
OG0001332	OG0001332__000077	jgi|Chrlea393_1|2245591|MIX110613_300_99	326	0.095	0.021	0.144	Other	0.000	TM	1	Hint	Desert hedgehog protein	2.0e-11
OG0001332	OG0001332__000078	jgi|Emihu1|215289|gm1.6400220	596	0.112	0.035	0.109	Signal Peptide (Sec/SPI)	1.000	SP	0	Hint; Trypsin; Trypsin_2	Sonic hedgehog protein	1.1e-07
OG0001332	OG0001332__000079	jgi|Emihu1|253680|gm1.183100001	111	0.207	0.054	0.144	Other	0.000	GLOB	0	Trypsin		
OG0001332	OG0001332__000080	jgi|Gepoce1|373057|evm.geph.scaffold_172.26	291	0.082	0.024	0.137	Other	0.000	GLOB	0	Hint		
OG0001332	OG0001332__000081	jgi|Hymcor1016_1|2139959|fgenesh1_kg.152_#_140_#_TRINITY_DN601_c0_g1_i7	254	0.118	0.024	0.118	Other	0.000	GLOB	0	Hint	Warthog protein 8	9.9e-06
OG0001332	OG0001332__000082	jgi|Ochro3194_1|3569541|estExt_Genewise1Plus.C_101_t10358	406	0.084	0.081	0.113	Other	0.002	GLOB	0	Hint		
OG0001332	OG0001332__000083	jgi|Ochro3194_1|4704580|fgenesh1_kg.350_181_TRINITY_DN2025_c0_g1_i4	227	0.097	0.018	0.128	Other	0.000	GLOB	0	Hint		
OG0001332	OG0001332__000084	jgi|Ochro3194_1|5430955|gm4et.69829_g	93	0.118	0.097	0.097	Other	0.000	GLOB	0			
OG0001332	OG0001332__000085	jgi|Ochro3194_1|5434333|gm4et.73207_g	133	0.090	0.098	0.098	Other	0.000	GLOB	0			
OG0001332	OG0001332__000086	jgi|Pavlova6257_1|3541073|gw1.28.332.1	135	0.119	0.007	0.104	Other	0.000	GLOB	0	Hint	Warthog protein 4	1.2e-15
OG0001332	OG0001332__000087	jgi|Pavlova6257_1|3593290|gw1.8.2914.1	171	0.082	0.006	0.117	Other	0.000	GLOB	0	Hint; Hint_2	Warthog protein 8	3.5e-13
OG0001332	OG0001332__000088	jgi|Pleelo874_1|6053444|fgenesh1_kg.4548_#_52_#_OTBYH_transcript_8440	265	0.098	0.023	0.113	Other	0.000	GLOB	0	Hint	Warthog protein 1	3.5e-07
OG0001332	OG0001332__000089	jgi|Pleelo874_1|6060470|fgenesh1_kg.4593_#_6_#_OTBYH_transcript_54852	212	0.094	0.014	0.132	Other	0.000	SP	0	Hint	Warthog protein 8	6.4e-06
OG0001332	OG0001332__000090	jgi|Pleelo874_1|6382536|fgenesh1_kg.8737_#_4_#_OTBYH_transcript_23891	199	0.111	0.010	0.121	Other	0.000	GLOB	0	Hint	Warthog protein 1	5.0e-06
OG0001332	OG0001332__000091	jgi|Pleelo874_1|6460858|fgenesh1_kg.10551_#_51_#_OTBYH_transcript_7953	265	0.098	0.023	0.113	Other	0.000	GLOB	0	Hint	Warthog protein 1	3.5e-07
OG0001976	OG0001976__000001	jgi|Callep1130_1|1684814|CE1684813_587	363	0.121	0.025	0.113	Other	0.000	GLOB	0	Decapeptide; Pentapeptide; Pentapeptide_3; Pentapeptide_4	Uncharacterized protein slr1819	5.8e-16
OG0001976	OG0001976__000002	jgi|Callep1130_1|2842004|estExt_Genewise1Plus.C_9050043	277	0.123	0.014	0.134	Other	0.000	GLOB	0	LD_SV2; Pentapeptide; Pentapeptide_3; Pentapeptide_4	Uncharacterized protein slr1819	2.2e-15
OG0001976	OG0001976__000003	jgi|Callep1130_1|2852588|estExt_Genewise1Plus.C_14930005	335	0.104	0.021	0.161	Other	0.000	GLOB	0	Decapeptide; Pentapeptide; Pentapeptide_3; Pentapeptide_4	Uncharacterized protein slr1819	1.9e-18
OG0001976	OG0001976__000004	jgi|Callep1130_1|3167211|fgenesh1_kg.391_#_228_#_OTBYS_OTBYS_transcript_119415	118	0.102	0.008	0.178	Other	0.000	GLOB	0	Pentapeptide; Pentapeptide_4		
OG0001976	OG0001976__000005	jgi|Callep1130_1|3263908|fgenesh1_kg.869_#_40_#_TRINITY_DN154_c1_g2_i1	407	0.106	0.027	0.143	Signal Peptide (Sec/SPI)	0.999	SP	0	Pentapeptide; Pentapeptide_4	Uncharacterized protein slr1819	4.1e-18
OG0001976	OG0001976__000006	jgi|Callep1130_1|3320153|fgenesh1_kg.1184_#_31_#_OTBYS_OTBYS_transcript_119415	113	0.071	0.027	0.133	Other	0.000	GLOB	0	Pentapeptide		
OG0001976	OG0001976__000007	jgi|Callep1130_1|3348901|fgenesh1_kg.1381_#_81_#_TRINITY_DN16376_c0_g1_i2	246	0.126	0.008	0.171	Other	0.000	GLOB	0	Pentapeptide; Pentapeptide_4	Uncharacterized protein slr1819	1.1e-18
OG0001976	OG0001976__000008	jgi|Callep1130_1|3443989|fgenesh1_kg.2116_#_56_#_TRINITY_DN1813_c0_g2_i1	207	0.097	0.019	0.164	Other	0.000	GLOB	0	Pentapeptide; Pentapeptide_3; Pentapeptide_4		
OG0001976	OG0001976__000009	jgi|Callep1130_1|3561391|fgenesh1_kg.3315_#_4_#_OTBYS_OTBYS_transcript_81896	234	0.098	0.026	0.175	Other	0.000	GLOB	0	Pentapeptide; Pentapeptide_3; Pentapeptide_4	Uncharacterized protein in mobD 3'region	2.8e-08
OG0001976	OG0001976__000010	jgi|Callep1130_1|3609396|fgenesh1_kg.3925_#_16_#_TRINITY_DN24279_c0_g2_i22	259	0.127	0.019	0.139	Other	0.000	GLOB	0	Pentapeptide; Pentapeptide_3; Pentapeptide_4	Uncharacterized protein slr1819	1.1e-17
OG0001976	OG0001976__000011	jgi|Callep1130_1|4215264|gm4et.3315_g	213	0.089	0.042	0.136	Other	0.000	GLOB	0	Decapeptide; Pentapeptide; Pentapeptide_4	Uncharacterized protein slr1851	2.4e-08
OG0001976	OG0001976__000012	jgi|Callep1130_1|4245209|gm4et.33260_g	411	0.156	0.007	0.260	Other	0.000	GLOB	0	Pentapeptide; Pentapeptide_3		
OG0001976	OG0001976__000013	jgi|Callep1130_1|4300566|estExt_Genemark4ET.C_2350032	320	0.116	0.019	0.131	Other	0.000	GLOB	0	Pentapeptide; Pentapeptide_3; Pentapeptide_4	Uncharacterized protein slr1819	8.3e-22
OG0001976	OG0001976__000014	jgi|Callep1130_1|4308741|estExt_Genemark4ET.C_9530001	603	0.143	0.010	0.133	Other	0.000	GLOB	0	Pentapeptide; Pentapeptide_4	Uncharacterized protein slr1819	9.1e-18
OG0001976	OG0001976__000015	jgi|Emihu1|46103|gw1.89.36.1	89	0.135	0.022	0.169	Other	0.000	GLOB	0	Pentapeptide; Pentapeptide_3; Pentapeptide_4	Uncharacterized protein slr1851	4.1e-12
OG0001976	OG0001976__000016	jgi|Emihu1|229675|gm1.15700096	359	0.109	0.014	0.145	Other	0.000	GLOB	0	Pentapeptide; Pentapeptide_3; Pentapeptide_4	Uncharacterized protein in mobD 3'region	3.0e-18
OG0001976	OG0001976__000017	jgi|Emihu1|434269|estExtDG_fgenesh_newKGs_kg.C_170168	186	0.113	0.000	0.118	Other	0.000	GLOB	0	Pentapeptide; Pentapeptide_3; Pentapeptide_4	Uncharacterized protein slr1819	2.6e-09
OG0001976	OG0001976__000018	jgi|Emihu1|448946|estExtDG_Genemark1.C_120033	373	0.129	0.029	0.155	Signal Peptide (Sec/SPI)	1.000	SP	0	Pentapeptide; Pentapeptide_4	Uncharacterized protein slr1819	1.4e-18
OG0001976	OG0001976__000019	jgi|Emihu1|465835|estExtDG_fgeneshEH_pg.C_810074	260	0.092	0.008	0.138	Other	0.000	GLOB	0	Pentapeptide; Pentapeptide_3; Pentapeptide_4	Uncharacterized protein in mobD 3'region	1.4e-15
OG0001976	OG0001976__000020	jgi|Gepoce1|368204|evm.geph.scaffold_121.28	360	0.086	0.017	0.122	Other	0.000	GLOB	0	Pentapeptide; Pentapeptide_4	Uncharacterized protein slr1819	4.4e-11
OG0001976	OG0001976__000021	jgi|Gepoce1|369871|evm.geph.scaffold_1364.4	287	0.118	0.024	0.129	Signal Peptide (Sec/SPI)	1.000	SP	0	Pentapeptide; Pentapeptide_4	Secreted effector protein PipB2	1.1e-09
OG0001976	OG0001976__000022	jgi|Gepoce1|374327|evm.geph.scaffold_1896.1	257	0.074	0.023	0.156	Other	0.000	GLOB	0	Pentapeptide; Pentapeptide_4		
OG0001976	OG0001976__000023	jgi|Gepoce1|390484|evm.geph.scaffold_544.4	310	0.110	0.003	0.135	Other	0.000	GLOB	0	Pentapeptide; Pentapeptide_3; Pentapeptide_4	Uncharacterized protein in mobD 3'region	1.9e-17
OG0001976	OG0001976__000024	jgi|Gepoce1|392101|evm.geph.scaffold_611.18	209	0.129	0.014	0.148	Other	0.000	GLOB	0	Decapeptide; Pentapeptide; Pentapeptide_4	Uncharacterized protein in mobD 3'region	2.2e-14
OG0001976	OG0001976__000025	jgi|Gepoce1|395255|evm.geph.scaffold_784.16	379	0.100	0.021	0.132	Other	0.000	GLOB	0	Pentapeptide; Pentapeptide_3; Pentapeptide_4	Uncharacterized protein slr1819	1.3e-19
OG0001976	OG0001976__000026	jgi|Gepoce1|396214|evm.geph.scaffold_84.39	236	0.131	0.013	0.153	Other	0.000	GLOB	0	LD_SV2; Pentapeptide; Pentapeptide_3; Pentapeptide_4	Uncharacterized protein in mobD 3'region	4.4e-19
OG0001976	OG0001976__000027	jgi|Gepoce1|396215|evm.geph.scaffold_84.40	87	0.023	0.011	0.184	Other	0.000	GLOB	0			
OG0001976	OG0001976__000028	jgi|Gepoce1|397876|evm.geph.scaffold_947.7	292	0.099	0.003	0.130	Other	0.000	GLOB	0	Pentapeptide; Pentapeptide_3; Pentapeptide_4	Uncharacterized protein slr1819	9.6e-18
OG0001976	OG0001976__000029	jgi|Hymcor1016_1|2554441|gm4et.3471_g	179	0.106	0.000	0.123	Other	0.000	GLOB	0	Pentapeptide; Pentapeptide_4	Secreted effector protein PipB2	2.9e-15
OG0001976	OG0001976__000030	jgi|Hymcor1016_1|2568351|gm4et.17381_g	307	0.137	0.010	0.117	Other	0.000	GLOB	0	Pentapeptide; Pentapeptide_3; Pentapeptide_4	Uncharacterized protein slr1819	1.1e-10
OG0001976	OG0001976__000031	jgi|Hymcor1016_1|2597769|gm4et.46799_g	230	0.104	0.026	0.109	Other	0.000	SP	0	Pentapeptide; Pentapeptide_3; Pentapeptide_4	Uncharacterized protein slr0516	5.3e-10
OG0001976	OG0001976__000032	jgi|Hymcor1016_1|2600608|estExt_Genemark4ET.C_610083	139	0.108	0.022	0.101	Other	0.000	GLOB	0	Pentapeptide; Pentapeptide_3	Secreted effector protein PipB2	7.6e-06
OG0001976	OG0001976__000033	jgi|Ochro3194_1|3358025|estExt_Genewise1.C_46_t20412	276	0.112	0.000	0.138	Other	0.000	GLOB	0	Pentapeptide; Pentapeptide_3; Pentapeptide_4	Uncharacterized protein slr1819	3.3e-20
OG0001976	OG0001976__000034	jgi|Ochro3194_1|3454795|estExt_Genewise1.C_2380237	293	0.099	0.000	0.133	Other	0.000	GLOB	0	Pentapeptide; Pentapeptide_3; Pentapeptide_4	Uncharacterized protein slr1819	1.6e-17
OG0001976	OG0001976__000035	jgi|Ochro3194_1|3526321|estExt_Genewise1Plus.C_41_t20367	382	0.099	0.010	0.136	Other	0.000	GLOB	0	Pentapeptide; Pentapeptide_3; Pentapeptide_4	Uncharacterized protein slr1819	2.6e-18
OG0001976	OG0001976__000036	jgi|Ochro3194_1|3838363|fgenesh1_kg.5_5878_OTBYT_transcript_38235	306	0.121	0.026	0.137	Other	0.000	GLOB	0	Decapeptide; Pentapeptide; Pentapeptide_3; Pentapeptide_4	Uncharacterized protein slr1819	4.2e-20
OG0001976	OG0001976__000037	jgi|Ochro3194_1|3956514|fgenesh1_kg.22_6965_TRINITY_DN2160_c2_g2_i12	213	0.103	0.009	0.150	Other	0.000	GLOB	0	LD_SV2; Pentapeptide; Pentapeptide_3; Pentapeptide_4	Secreted effector protein PipB2	1.2e-12
OG0001976	OG0001976__000038	jgi|Ochro3194_1|4012703|fgenesh1_kg.29_4025_ONZOP_transcript_22122	370	0.130	0.030	0.149	Signal Peptide (Sec/SPI)	1.000	SP	0	Pentapeptide; Pentapeptide_3; Pentapeptide_4	Uncharacterized protein slr1819	1.1e-16
OG0001976	OG0001976__000039	jgi|Ochro3194_1|4122306|fgenesh1_kg.46_416_TRINITY_DN1241_c1_g1_i4	283	0.106	0.000	0.138	Other	0.000	GLOB	0	Pentapeptide; Pentapeptide_3; Pentapeptide_4	Uncharacterized protein in mobD 3'region	1.9e-20
OG0001976	OG0001976__000040	jgi|Ochro3194_1|4430546|fgenesh1_kg.127_636_TRINITY_DN1055_c0_g2_i1	226	0.115	0.009	0.119	Other	0.000	GLOB	0	Pentapeptide; Pentapeptide_3; Pentapeptide_4	Uncharacterized protein slr1819	1.0e-14
OG0001976	OG0001976__000041	jgi|Ochro3194_1|4542208|fgenesh1_kg.181_1335_TRINITY_DN4206_c1_g1_i14	283	0.117	0.004	0.159	Other	0.005	GLOB	0	Decapeptide; Pentapeptide; Pentapeptide_3; Pentapeptide_4	Uncharacterized protein slr1819	5.0e-16
OG0001976	OG0001976__000042	jgi|Pleelo874_1|100261|CE100260_5996	552	0.091	0.040	0.116	Other	0.001	SP	0	Pentapeptide; Pentapeptide_3; Pentapeptide_4	Uncharacterized protein slr1819	2.5e-16
OG0001976	OG0001976__000043	jgi|Pleelo874_1|129135|CE129134_542	251	0.116	0.012	0.151	Other	0.000	GLOB	0	Pentapeptide; Pentapeptide_3; Pentapeptide_4	Secreted effector protein PipB2	4.4e-11
OG0001976	OG0001976__000044	jgi|Pleelo874_1|5300471|fgenesh1_kg.610_#_121_#_OTBYH_transcript_71244	377	0.085	0.013	0.122	Other	0.000	GLOB	0	Pentapeptide; Pentapeptide_4	Uncharacterized protein slr1819	2.1e-15
OG0001976	OG0001976__000045	jgi|Pleelo874_1|5302329|fgenesh1_kg.615_#_403_#_OTBYH_transcript_97329	235	0.106	0.004	0.149	Other	0.000	GLOB	0	Pentapeptide; Pentapeptide_3; Pentapeptide_4	Uncharacterized protein slr1819	6.7e-18
OG0001976	OG0001976__000046	jgi|Pleelo874_1|5323575|fgenesh1_kg.669_#_716_#_OTBYH_transcript_29994	435	0.110	0.023	0.101	Other	0.000	GLOB	0	Pentapeptide; Pentapeptide_3; Pentapeptide_4	Uncharacterized protein slr1819	3.2e-18
